behaviorLogId,studentId,yearGroup,academicYear,date,primaryCategory,subcategory,severity,details,status,dateResolved
900,1242,6,2020/21,2020-10-13,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
901,1340,1,2021/22,2021-12-16,Disruptive Behavior,Talking,Mild,"The student talked during lessons, disrupting the class.",Pending,
902,1341,1,2021/22,2022-03-16,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
903,1341,1,2021/22,2021-11-09,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Pending,
904,1341,1,2021/22,2021-12-24,Engagement/Participation,Not Completing Assignments,Mild,The student failed to submit or complete assigned tasks.,Pending,
905,1342,1,2021/22,2022-06-02,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Pending,
906,1343,1,2021/22,2022-04-04,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
907,1343,1,2021/22,2021-09-27,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Resolved,2021-12-12
908,1343,1,2021/22,2021-11-24,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Pending,
909,1344,1,2021/22,2022-04-25,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
910,1344,1,2021/22,2021-11-24,Disruptive Behavior,Talking,Mild,"The student talked during lessons, disrupting the class.",Pending,
911,1344,1,2021/22,2021-12-08,Attendance Issues,Absense,Moderate,The student was absent for an entire day without prior notice.,Pending,
912,1345,1,2021/22,2021-11-07,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Resolved,2021-11-10
913,1345,1,2021/22,2022-05-23,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
914,1346,1,2021/22,2021-10-25,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
915,1346,1,2021/22,2022-02-23,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Pending,
916,1347,1,2021/22,2021-12-13,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2022-02-14
917,1348,1,2021/22,2022-07-04,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Pending,
918,1348,1,2021/22,2022-05-09,Aggressive/Unsafe Behavior,Physical Aggression,Moderate,The student displayed physical aggression towards others.,Pending,
919,1349,1,2021/22,2022-04-14,Engagement/Participation,Not Completing Assignments,Mild,The student failed to submit or complete assigned tasks.,Pending,
920,1349,1,2021/22,2022-02-07,Attendance Issues,Late Arrival,Mild,The student arrived late without a valid excuse.,Pending,
921,1349,1,2021/22,2021-11-29,Engagement/Participation,Off-Task,Mild,The student was frequently distracted and off-task during lessons.,Resolved,2022-01-31
922,1350,1,2021/22,2021-10-27,Aggressive/Unsafe Behavior,Bullying,Moderate,The student was reported for bullying peers.,Resolved,2021-12-21
923,1351,1,2021/22,2022-03-03,Engagement/Participation,Off-Task,Severe,The student was frequently distracted and off-task during lessons.,Resolved,2022-03-23
924,1352,1,2021/22,2021-10-02,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Pending,
925,1354,1,2021/22,2021-12-17,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Resolved,2022-03-08
926,1355,1,2021/22,2022-06-28,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Resolved,2022-09-20
927,1355,1,2021/22,2022-01-04,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Pending,
928,1358,1,2021/22,2021-12-11,Engagement/Participation,Not Completing Assignments,Mild,The student failed to submit or complete assigned tasks.,Pending,
929,1360,1,2021/22,2022-02-14,Aggressive/Unsafe Behavior,Bullying,Severe,The student was reported for bullying peers.,Resolved,2022-03-18
930,1361,1,2021/22,2021-09-12,Engagement/Participation,Lack of Participation,Mild,The student did not participate in class activities.,Pending,
931,1361,1,2021/22,2022-04-21,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
932,1361,1,2021/22,2021-12-16,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Pending,
933,1362,1,2021/22,2022-05-12,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Pending,
934,1362,1,2021/22,2021-09-30,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Pending,
935,1362,1,2021/22,2021-10-14,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
936,1363,1,2021/22,2022-01-27,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Pending,
937,1363,1,2021/22,2022-03-22,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Pending,
938,1364,1,2021/22,2022-05-19,Engagement/Participation,Lack of Participation,Mild,The student did not participate in class activities.,Pending,
939,1364,1,2021/22,2022-06-02,Disruptive Behavior,Defiance,Mild,The student showed defiant behavior towards instructions.,Pending,
940,1365,1,2021/22,2021-10-10,Attendance Issues,Absense,Severe,The student was absent for an entire day without prior notice.,Pending,
941,1365,1,2021/22,2021-12-12,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Pending,
942,1366,1,2021/22,2022-05-02,Aggressive/Unsafe Behavior,Bullying,Mild,The student was reported for bullying peers.,Pending,
943,1368,1,2021/22,2022-07-30,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Pending,
944,1368,1,2021/22,2022-04-15,Engagement/Participation,Off-Task,Severe,The student was frequently distracted and off-task during lessons.,Pending,
945,1369,1,2021/22,2021-10-24,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
946,1369,1,2021/22,2022-04-27,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Pending,
947,1370,1,2021/22,2022-05-04,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Resolved,2022-05-27
948,1371,1,2021/22,2022-04-21,Attendance Issues,Truancy,Severe,The student skipped school without any permission.,Pending,
949,1372,1,2021/22,2022-04-05,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Pending,
950,1372,1,2021/22,2021-12-15,Safety and Discipline,Vandalism,Moderate,The student damaged school property intentionally.,Pending,
951,1373,1,2021/22,2021-12-31,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
952,1373,1,2021/22,2021-11-08,Attendance Issues,Truancy,Severe,The student skipped school without any permission.,Pending,
953,1373,1,2021/22,2022-07-14,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Pending,
954,1377,1,2021/22,2022-02-11,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Pending,
955,1377,1,2021/22,2022-03-01,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
956,1380,1,2021/22,2022-02-23,Attendance Issues,Truancy,Moderate,The student skipped school without any permission.,Resolved,2022-04-27
957,1380,1,2021/22,2021-09-10,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Pending,
958,1380,1,2021/22,2022-06-27,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
959,1381,1,2021/22,2021-11-25,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
960,1381,1,2021/22,2021-12-30,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
961,1383,1,2021/22,2022-06-29,Attendance Issues,Truancy,Severe,The student skipped school without any permission.,Pending,
962,1384,1,2021/22,2021-10-08,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Pending,
963,1384,1,2021/22,2022-03-31,Safety and Discipline,Bringing Prohibited Items,Mild,The student brought a prohibited item to school.,Pending,
964,1385,1,2021/22,2021-10-26,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
965,1385,1,2021/22,2021-10-08,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
966,1385,1,2021/22,2021-12-22,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
967,1387,1,2021/22,2022-07-24,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Pending,
968,1388,1,2021/22,2022-02-10,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Resolved,2022-03-19
969,1388,1,2021/22,2021-12-16,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Pending,
970,1291,2,2021/22,2021-11-17,Engagement/Participation,Lack of Participation,Moderate,The student did not participate in class activities.,Pending,
971,1291,2,2021/22,2022-04-02,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
972,1292,2,2021/22,2022-05-20,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Pending,
973,1292,2,2021/22,2021-11-28,Disruptive Behavior,Defiance,Mild,The student showed defiant behavior towards instructions.,Pending,
974,1293,2,2021/22,2022-05-01,Disruptive Behavior,Defiance,Severe,The student showed defiant behavior towards instructions.,Resolved,2022-05-21
975,1293,2,2021/22,2022-05-25,Engagement/Participation,Off-Task,Moderate,The student was frequently distracted and off-task during lessons.,Pending,
976,1293,2,2021/22,2022-05-13,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Pending,
977,1294,2,2021/22,2022-03-29,Attendance Issues,Truancy,Moderate,The student skipped school without any permission.,Pending,
978,1295,2,2021/22,2021-10-01,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
979,1295,2,2021/22,2022-02-09,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
980,1296,2,2021/22,2022-01-18,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Pending,
981,1297,2,2021/22,2021-11-20,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
982,1297,2,2021/22,2022-07-01,Engagement/Participation,Sleeping in Class,Mild,The student was found sleeping during a lecture.,Pending,
983,1297,2,2021/22,2022-07-16,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
984,1298,2,2021/22,2022-03-25,Safety and Discipline,Leaving School Grounds Without Permission,Severe,The student left the school premises without authorization.,Pending,
985,1299,2,2021/22,2021-10-26,Disruptive Behavior,Talking,Mild,"The student talked during lessons, disrupting the class.",Pending,
986,1300,2,2021/22,2022-03-07,Safety and Discipline,Leaving School Grounds Without Permission,Severe,The student left the school premises without authorization.,Pending,
987,1302,2,2021/22,2021-09-20,Engagement/Participation,Off-Task,Severe,The student was frequently distracted and off-task during lessons.,Resolved,2021-11-20
988,1302,2,2021/22,2022-06-03,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Pending,
989,1302,2,2021/22,2022-05-16,Engagement/Participation,Sleeping in Class,Severe,The student was found sleeping during a lecture.,Pending,
990,1304,2,2021/22,2022-06-23,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
991,1304,2,2021/22,2022-06-25,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Resolved,2022-09-04
